product_title,product_url,brand,sales_price,mrp,discount_percent,number_of_ratings,number_of_reviews,type_of_oven,model_name,star_rating,capacity_litres
"IFB 23 L Convection Microwave Oven  (23BC5, Black)",https://www.flipkart.com/ifb-23-l-convection-microwave-oven/p/itmfhyzgpkmup5wc?pid=MRCFHYZG8BGAP6CY&lid=LSTMRCFHYZG8BGAP6CYJX9IVB&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_97&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFHYZG8BGAP6CY.SEARCH&ssid=a3sm5w9akg0000001686492761426,IFB,12300,16290,24,35,3,Convection,23BC5,4.4,23
"LG 28 L Convection Microwave Oven  (MJEN286UF, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm608c84812aab5?pid=MRCGA84FSH7RXFMM&lid=LSTMRCGA84FSH7RXFMMCZK8GD&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_98&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCGA84FSH7RXFMM.SEARCH&ssid=a3sm5w9akg0000001686492761426,LG,21159,25999,18,9,1,Convection,MJEN286UF,4.7,28
"Voltas Beko 17 L Solo Microwave Oven  (MS17WM, WHITE)",https://www.flipkart.com/voltas-beko-17-l-solo-microwave-oven/p/itmf02d100576c08?pid=MRCG6F6JHYQFZAPJ&lid=LSTMRCG6F6JHYQFZAPJ5HSZQD&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_99&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG6F6JHYQFZAPJ.SEARCH&ssid=a3sm5w9akg0000001686492761426,Voltas Beko,5689,6590,13,38,5,Solo,MS17WM,4.1,17
"SAMSUNG 21 L Convection Microwave Oven  (CE76JD-M/TL, Mirror Black)",https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itmeyhej4sagn3h2?pid=MRCEYHEJCTAZ5HTE&lid=LSTMRCEYHEJCTAZ5HTEERS4BJ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_101&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCEYHEJCTAZ5HTE.SEARCH&ssid=a3sm5w9akg0000001686492761426,SAMSUNG,12286,14290,14,42,8,Convection,CE76JD-M/TL,4.2,21
"MarQ by Flipkart 20 L Retro Solo Microwave Oven  (20AMWSMQR, Red Retro)",https://www.flipkart.com/marq-flipkart-20-l-retro-solo-microwave-oven/p/itmf46b8a8bc1cff?pid=MRCFQEBQYCMXRDXM&lid=LSTMRCFQEBQYCMXRDXMDREC15&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_102&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFQEBQYCMXRDXM.SEARCH&ssid=a3sm5w9akg0000001686492761426,MarQ by Flipkart,3999,7199,44,1284,141,Solo,20AMWSMQR,4.3,20
"IFB 20 L Convection Microwave Oven  (20BC4, Black)",https://www.flipkart.com/ifb-20-l-convection-microwave-oven/p/itmef3kdfhkc4zug?pid=MRCEF3KDVTDQP69D&lid=LSTMRCEF3KDVTDQP69DFXI8TQ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_103&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCEF3KDVTDQP69D.SEARCH&ssid=a3sm5w9akg0000001686492761426,IFB,11490,14390,20,1454,171,Convection,20BC4,4.3,20
"Panasonic 34 L Convection Microwave Oven  (NN-CD86JBFDG, BLACK)",https://www.flipkart.com/panasonic-34-l-convection-microwave-oven/p/itmd4690fdb8c049?pid=MRCG5PHREYUDGSRY&lid=LSTMRCG5PHREYUDGSRYID9JJV&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_105&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG5PHREYUDGSRY.SEARCH&ssid=a3sm5w9akg0000001686492761426,Panasonic,28710,34990,17,4,0,Convection,NN-CD86JBFDG,4.3,34
"Galanz 30 L Solo Microwave Oven  (GLCMS630BKM09, Black)",https://www.flipkart.com/galanz-30-l-solo-microwave-oven/p/itmd7214f79586f8?pid=MRCFRCVPWEQ3SCBY&lid=LSTMRCFRCVPWEQ3SCBYQHKY3S&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_106&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFRCVPWEQ3SCBY.SEARCH&ssid=a3sm5w9akg0000001686492761426,Galanz,6999,8690,19,209,29,Solo,GLCMS630BKM09,4.3,30
"LG 28 L Convection Microwave Oven  (MC2887BFUM.DBKQILN, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm4589dfca0de7d?pid=MRCFYHKGYASYQG3S&lid=LSTMRCFYHKGYASYQG3SXNL4HI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_107&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFYHKGYASYQG3S.SEARCH&ssid=a3sm5w9akg0000001686492761426,LG,15990,20799,23,19,2,Convection,MC2887BFUM.DBKQILN,4.5,28
"Morphy Richards 28 L Convection Microwave Oven  (28DCOX DuoChef, Silver)",https://www.flipkart.com/morphy-richards-28-l-convection-microwave-oven/p/itm9c2177d288700?pid=MRCG2U6TGHHBBCFM&lid=LSTMRCG2U6TGHHBBCFMVYLGSP&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_109&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG2U6TGHHBBCFM.SEARCH&ssid=a3sm5w9akg0000001686492761426,Morphy Richards,14470,28995,50,41,2,Convection,28DCOX DuoChef,4.3,28
"MarQ by Flipkart 23 L Low-Cal Fry Convection Microwave Oven  (23AMWCMQB, Black)",https://www.flipkart.com/marq-flipkart-23-l-low-cal-fry-convection-microwave-oven/p/itm0171df9d20722?pid=MRCFQEBQ24GVYZPZ&lid=LSTMRCFQEBQ24GVYZPZFVREPF&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_110&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFQEBQ24GVYZPZ.SEARCH&ssid=a3sm5w9akg0000001686492761426,MarQ by Flipkart,6999,10899,35,496,62,Convection,23AMWCMQB,4.2,23
"IFB 20 L Solo Microwave Oven  (20PM-MEC2 (WHITE), WHITE)",https://www.flipkart.com/ifb-20-l-solo-microwave-oven/p/itm53b2a5de7e0ab?pid=MRCGB7A96GQGBZFD&lid=LSTMRCGB7A96GQGBZFDJVBBIF&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_111&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCGB7A96GQGBZFD.SEARCH&ssid=a3sm5w9akg0000001686492761426,IFB,6119,7590,19,25,0,Solo,20PM-MEC2 (WHITE),4.6,20
"Godrej 23 L Convection Microwave Oven  (GME 723 CF3 PM Red Daisy, Black)",https://www.flipkart.com/godrej-23-l-convection-microwave-oven/p/itma80f1d1925c09?pid=MRCG5VFE7KYSVZTA&lid=LSTMRCG5VFE7KYSVZTANQJ4F1&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_114&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG5VFE7KYSVZTA.SEARCH&ssid=a3sm5w9akg0000001686492761426,Godrej,11389,17490,34,5,1,Convection,GME 723 CF3 PM Red Daisy,4.6,23
"BAJAJ 17 L Solo Microwave Oven  (1701 MT DLX, 17L Solo Microwave Oven Black, BLACK)",https://www.flipkart.com/bajaj-17-l-solo-microwave-oven/p/itm155c7246d5e4d?pid=MRCG6YG9GPSCXET8&lid=LSTMRCG6YG9GPSCXET8GWMZFZ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_115&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG6YG9GPSCXET8.SEARCH&ssid=a3sm5w9akg0000001686492761426,BAJAJ,6000,8000,25,7,1,Solo,"1701 MT DLX, 17L Solo Microwave Oven Black",4.7,17
"Haier 20 L Convection Microwave Oven  (HIL2001CSPH, Silver)",https://www.flipkart.com/haier-20-l-convection-microwave-oven/p/itmer9yvvtpfefzn?pid=MRCER9YVNETHCFFX&lid=LSTMRCER9YVNETHCFFX5XBACJ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_117&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCER9YVNETHCFFX.SEARCH&ssid=a3sm5w9akg0000001686492761426,Haier,10749,12000,10,270,43,Convection,HIL2001CSPH,4.2,20
"SAMSUNG 21 L Convection Microwave Oven  (CE73JD-B, Full Black)",https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itm43671b9edbcf3?pid=MRCDWBZXJFWEP22E&lid=LSTMRCDWBZXJFWEP22E7CBUYU&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_118&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCDWBZXJFWEP22E.SEARCH&ssid=a3sm5w9akg0000001686492761426,SAMSUNG,10999,11050,,6786,755,Convection,CE73JD-B,4.4,21
"Godrej 20 L Convection Microwave Oven  (GME 720 CP2 QZ Black, GREEN)",https://www.flipkart.com/godrej-20-l-convection-microwave-oven/p/itmac863640d6708?pid=MRCG5UZVRCY35CSR&lid=LSTMRCG5UZVRCY35CSRLS3FXK&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_119&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG5UZVRCY35CSR.SEARCH&ssid=a3sm5w9akg0000001686492761426,Godrej,10469,14940,29,,,Convection,GME 720 CP2 QZ Black,3.8,20
"Singer 20 L Solo Microwave Oven  (Maxiwave 20 S Solo Microwave Oven, 20 Litre, White)",https://www.flipkart.com/singer-20-l-solo-microwave-oven/p/itm1808c566dbf12?pid=MRCG7B96GRKHMZMH&lid=LSTMRCG7B96GRKHMZMHO9HIME&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_121&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCG7B96GRKHMZMH.SEARCH&ssid=mht1kjjm400000001686492881455,Singer,5999,8990,33,31,1,Solo,"Maxiwave 20 S Solo Microwave Oven, 20 Litre",4.6,20
"LG 28 L Convection Microwave Oven  (MJEN286UH, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmd9a7c3c3e8833?pid=MRCG7DG9EDHHUZZF&lid=LSTMRCG7DG9EDHHUZZFYPGURO&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_122&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCG7DG9EDHHUZZF.SEARCH&ssid=mht1kjjm400000001686492881455,LG,20699,26199,20,28,1,Convection,MJEN286UH,3.8,28
"SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itm9a7bc689399fe?pid=MRCGJZYUC8JAY4CF&lid=LSTMRCGJZYUC8JAY4CFJSQPYI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_123&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGJZYUC8JAY4CF.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,22750,34990,34,,,Convection,MC32A7056QT/TL,4.7,32
"SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itma53ed5af88016?pid=MRCGJ2HRSTEPYTXG&lid=LSTMRCGJ2HRSTEPYTXGUVK2JC&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_125&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGJ2HRSTEPYTXG.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,17250,20050,13,,,Convection,CE117PC-B3,3.0,32
"Panasonic 20 L Solo Microwave Oven  (NN-SM255WFDG, WHITE)",https://www.flipkart.com/panasonic-20-l-solo-microwave-oven/p/itmexyf3z9fnaxjr?pid=MRCEXYF39PJHGCYA&lid=LSTMRCEXYF39PJHGCYAXEEKCK&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_126&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCEXYF39PJHGCYA.SEARCH&ssid=mht1kjjm400000001686492881455,Panasonic,6535,6990,6,147,25,Solo,NN-SM255WFDG,4.2,20
"SAMSUNG 23 L Solo Microwave Oven  (MS23A3513AK/TL, Black)",https://www.flipkart.com/samsung-23-l-solo-microwave-oven/p/itme4af5ac6bc27c?pid=MRCGJZYUGMAKSKMH&lid=LSTMRCGJZYUGMAKSKMHNTSSMS&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_127&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGJZYUGMAKSKMH.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,16990,,,,,Solo,MS23A3513AK/TL,,23
"BAJAJ 20 L Convection & Grill Microwave Oven  (2005 ETB, WHITE)",https://www.flipkart.com/bajaj-20-l-convection-grill-microwave-oven/p/itm2dae2270e4bcb?pid=MRCG89Z6RG4GSUSJ&lid=LSTMRCG89Z6RG4GSUSJG6IXZC&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_129&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCG89Z6RG4GSUSJ.SEARCH&ssid=mht1kjjm400000001686492881455,BAJAJ,9499,10850,12,4,0,Convection & Grill,2005 ETB,2.8,20
"SAMSUNG 28 L Convection Microwave Oven  (MC28H5025VS, Silver)",https://www.flipkart.com/samsung-28-l-convection-microwave-oven/p/itmf0853d8d62408?pid=MRCEEZW9YJ84FB8W&lid=LSTMRCEEZW9YJ84FB8WRY70I0&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_130&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCEEZW9YJ84FB8W.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,14690,15950,7,246,33,Convection,MC28H5025VS,4.3,28
"Godrej 25 L Convection Microwave Oven  (GME 725 CF1 PZ, Cherry Blossom)",https://www.flipkart.com/godrej-25-l-convection-microwave-oven/p/itmezyx7jzmjuyr9?pid=MRCEZYX67AWZBFHZ&lid=LSTMRCEZYX67AWZBFHZS9OIIJ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_131&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCEZYX67AWZBFHZ.SEARCH&ssid=mht1kjjm400000001686492881455,Godrej,14500,,,352,55,Convection,GME 725 CF1 PZ,4.4,25
"LG 32 L Charcoal Convection Microwave Oven  (MJ3286BRUS, Black)",https://www.flipkart.com/lg-32-l-charcoal-convection-microwave-oven/p/itmexbt4bnchg3dq?pid=MRCEXBT4FHH23CBF&lid=LSTMRCEXBT4FHH23CBFXVLA77&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_133&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCEXBT4FHH23CBF.SEARCH&ssid=mht1kjjm400000001686492881455,LG,23299,31730,26,360,47,Convection,MJ3286BRUS,4.5,32
"Panasonic 27 L Convection Microwave Oven  (NN-CT64MBFDG, Black Mirror)",https://www.flipkart.com/panasonic-27-l-convection-microwave-oven/p/itmdf9e800548f54?pid=MRCGGHH8JMMUGQJ9&lid=LSTMRCGGHH8JMMUGQJ9ZKUA4D&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_134&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGGHH8JMMUGQJ9.SEARCH&ssid=mht1kjjm400000001686492881455,Panasonic,14700,18190,19,,,Convection,NN-CT64MBFDG,4.3,27
"Haier 23 L Convection Microwave Oven  (HIL2302CRSH:IN/MWO/DL, Black)",https://www.flipkart.com/haier-23-l-convection-microwave-oven/p/itme0a722d720c65?pid=MRCGHHWFJ7DSUZ8Y&lid=LSTMRCGHHWFJ7DSUZ8YKP4S3A&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_135&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGHHWFJ7DSUZ8Y.SEARCH&ssid=mht1kjjm400000001686492881455,Haier,12999,17000,23,,,Convection,HIL2302CRSH:IN/MWO/DL,4.4,23
"SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itmf64jskk6yvwdd?pid=MRCF64JSECGP934R&lid=LSTMRCF64JSECGP934R3DA0OC&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_137&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCF64JSECGP934R.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,21800,26250,16,27,3,Convection,MC32K7056QT/TL,4.6,32
"Panasonic 27 L Convection Microwave Oven  (NN-CT644MFDG, Black)",https://www.flipkart.com/panasonic-27-l-convection-microwave-oven/p/itme26mkyc8gffss?pid=MRCE26MJDC3AFGZF&lid=LSTMRCE26MJDC3AFGZFI37EDA&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_138&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCE26MJDC3AFGZF.SEARCH&ssid=mht1kjjm400000001686492881455,Panasonic,15335,17490,12,238,37,Convection,NN-CT644MFDG,4.5,27
"Haier 30 L Convection Microwave Oven  (HIL3001CBSH:IN, Black)",https://www.flipkart.com/haier-30-l-convection-microwave-oven/p/itm679d91eb736a2?pid=MRCGHHWG57TVDF65&lid=LSTMRCGHHWG57TVDF65GZGWIF&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_139&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGHHWG57TVDF65.SEARCH&ssid=mht1kjjm400000001686492881455,Haier,17900,24590,27,,,Convection,HIL3001CBSH:IN,3.6,30
"SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itme0f8fee56cf5a?pid=MRCGJZYU8KQFGAC4&lid=LSTMRCGJZYU8KQFGAC4REQJUE&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_141&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGJZYU8KQFGAC4.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,22570,31990,29,,,Convection,MC32A7056CK/TL,4.3,32
"ONIDA 23 L Convection Microwave Oven  (MO23CJS11BN + Starter Kit, Black)",https://www.flipkart.com/onida-23-l-convection-microwave-oven/p/itm216ac3064fa59?pid=MRCGMPTGED6YYXFZ&lid=LSTMRCGMPTGED6YYXFZGJNYO4&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_142&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGMPTGED6YYXFZ.SEARCH&ssid=mht1kjjm400000001686492881455,ONIDA,10999,12360,11,3,1,Convection,MO23CJS11BN + Starter Kit,4.0,23
"Panasonic 27 L Convection Microwave Oven  (NN-CT64HBFDG, Black Mirror)",https://www.flipkart.com/panasonic-27-l-convection-microwave-oven/p/itmffe9zvuk2zraa?pid=MRCFFE9ZYRTZEUCQ&lid=LSTMRCFFE9ZYRTZEUCQCYNIEW&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_143&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCFFE9ZYRTZEUCQ.SEARCH&ssid=mht1kjjm400000001686492881455,Panasonic,16569,17999,7,12,2,Convection,NN-CT64HBFDG,4.3,27
"SAMSUNG 23 L Baker Series Grill Microwave Oven with Crusty Plate  (MG23T5012CP/TL, Pink)",https://www.flipkart.com/samsung-23-l-baker-series-grill-microwave-oven-crusty-plate/p/itm500e924a6a659?pid=MRCFY9G7HNYVZHRQ&lid=LSTMRCFY9G7HNYVZHRQ84T7FS&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_145&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCFY9G7HNYVZHRQ.SEARCH&ssid=0k8tbtusu80000001686493126851,SAMSUNG,11190,13490,17,222,14,Grill,MG23T5012CP/TL,3.9,23
"LG 32 L Convection Microwave Oven  (MJEN326PK, Black)",https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itm852c90e25fcd3?pid=MRCFMKHWH29U4FSM&lid=LSTMRCFMKHWH29U4FSMXNN99X&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_146&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCFMKHWH29U4FSM.SEARCH&ssid=0k8tbtusu80000001686493126851,LG,25590,31000,17,203,25,Convection,MJEN326PK,4.4,32
